country,year,population,gdp,region,loss_percentage
Guatemala,2008,13739299.0,2802.461962,Latin America & Caribbean,73.49
Guatemala,2009,14000190.0,2651.817123,Latin America & Caribbean,100.73
Guatemala,2010,14259687.0,2852.547327,Latin America & Caribbean,99.7
Guinea,2000,8240735.0,363.4822793,Sub-Saharan Africa,57.16
Guinea,2001,8417082.0,336.1540207,Sub-Saharan Africa,57.16
Guinea,2002,8586077.0,343.6026312,Sub-Saharan Africa,57.16
Guinea,2003,8753097.0,393.7396899,Sub-Saharan Africa,57.16
Guinea,2004,8925729.0,407.3009759,Sub-Saharan Africa,57.16
Guinea,2005,9109585.0,322.41554,Sub-Saharan Africa,57.16
Guinea,2006,9307421.0,453.4037133,Sub-Saharan Africa,57.16
Guinea,2007,9518159.0,659.992931,Sub-Saharan Africa,57.16
Guinea,2008,9738796.0,715.0965267,Sub-Saharan Africa,57.16
Guinea,2009,9964470.0,674.0854826,Sub-Saharan Africa,57.16
Guinea,2010,10192168.0,672.4249304,Sub-Saharan Africa,57.16
Guinea-Bissau,2000,1201305.0,308.9103184,Sub-Saharan Africa,68.84
Guinea-Bissau,2001,1227105.0,319.9574494,Sub-Saharan Africa,68.84
Guinea-Bissau,2002,1254454.0,333.0585793,Sub-Saharan Africa,68.84
Guinea-Bissau,2003,1283297.0,372.0561949,Sub-Saharan Africa,68.84
Guinea-Bissau,2004,1313492.0,405.0751184,Sub-Saharan Africa,68.84
Guinea-Bissau,2005,1344931.0,436.4752202,Sub-Saharan Africa,68.84
Guinea-Bissau,2006,1377582.0,430.0039403,Sub-Saharan Africa,68.84
Guinea-Bissau,2007,1411545.0,493.7219932,Sub-Saharan Africa,68.84
Guinea-Bissau,2008,1446936.0,599.9952372,Sub-Saharan Africa,68.84
Guinea-Bissau,2009,1483920.0,559.4145709,Sub-Saharan Africa,68.84
Guinea-Bissau,2010,1522603.0,558.1746681,Sub-Saharan Africa,68.84
Haiti,2010,9949318.0,1191.972664,Latin America & Caribbean,100.0
Honduras,1982,3910642.0,1090.998237,Latin America & Caribbean,5.5
Hungary,1991,10373400.0,3350.258323,Europe & Central Asia,16.939999999999998
Hungary,1992,10369341.0,3735.10582,Europe & Central Asia,21.17
Hungary,1993,10357523.0,3873.987723,Europe & Central Asia,7.7
Hungary,1994,10343355.0,4173.373024,Europe & Central Asia,7.23
Hungary,1995,10328965.0,4494.707624,Europe & Central Asia,5.33
Hungary,1996,10311238.0,4525.039103,Europe & Central Asia,65.75
Hungary,1997,10290486.0,4596.182622,Europe & Central Asia,68.61
Hungary,1998,10266570.0,4744.212264,Europe & Central Asia,59.97
Hungary,1999,10237530.0,4793.478522,Europe & Central Asia,64.21000000000001
Hungary,2000,10210971.0,4624.281657,Europe & Central Asia,72.21
Hungary,2001,10187576.0,5276.033189,Europe & Central Asia,47.64
Hungary,2002,10158608.0,6655.333009,Europe & Central Asia,44.95
Hungary,2003,10129552.0,8421.103313,Europe & Central Asia,37.33
Hungary,2004,10107146.0,10303.70419,Europe & Central Asia,17.490000000000002
Hungary,2005,10087065.0,11225.93258,Europe & Central Asia,15.91
Hungary,2006,10071370.0,11493.10041,Europe & Central Asia,11.23
Hungary,2007,10055780.0,13944.97101,Europe & Central Asia,8.89
Hungary,2008,10038188.0,15777.19202,Europe & Central Asia,7.85
Hungary,2009,10022650.0,13081.79264,Europe & Central Asia,12.95
Hungary,2010,10000023.0,13223.083,Europe & Central Asia,14.260000000000002
India,1991,891273202.0,303.0556077,South Asia,26.64
India,1992,909307018.0,316.9539272,South Asia,22.35
India,1993,927403866.0,301.1590023,South Asia,155.26
India,1994,945601828.0,346.1029514,South Asia,22.87
India,1995,963922586.0,373.7664808,South Asia,2.49
India,1999,1038058154.0,441.9987604,South Asia,74.8
India,2001,1075000094.0,451.5729973,South Asia,100.01
India,2002,1093317187.0,470.9867868,South Asia,99.4
India,2003,1111523146.0,546.7266135,South Asia,77.0
India,2004,1129623466.0,627.7742417,South Asia,45.099999999999994
India,2005,1147609924.0,714.8610154,South Asia,28.549999999999997
India,2006,1165486291.0,806.7532806,South Asia,458.559
India,2008,1200669762.0,998.5223415,South Asia,70.0
India,2009,1217726217.0,1101.960838,South Asia,104.35
India,2010,1234281163.0,1357.563727,South Asia,535.9
Indonesia,1987,171702756.0,442.2154853,East Asia & Pacific,21.0
Indonesia,1991,184591897.0,631.7828578,East Asia & Pacific,65.00999999999999
Indonesia,1992,187739786.0,681.9383856,East Asia & Pacific,47.620000000000005
Indonesia,1993,190851184.0,827.9052662,East Asia & Pacific,56.28
Indonesia,1994,193917458.0,912.2032939,East Asia & Pacific,53.65
Indonesia,1995,196934257.0,1026.393436,East Asia & Pacific,10.0
Indonesia,1996,199901231.0,1137.410101,East Asia & Pacific,55.72
Indonesia,1997,202826444.0,1063.712376,East Asia & Pacific,60.69
Indonesia,1998,205724597.0,463.9481582,East Asia & Pacific,58.519999999999996
Indonesia,2002,217357790.0,900.1775881,East Asia & Pacific,24.5
Indonesia,2005,226289468.0,1263.287332,East Asia & Pacific,1.1099999999999999
Indonesia,2006,229318262.0,1589.801489,East Asia & Pacific,8.555
Indonesia,2007,232374239.0,1860.002811,East Asia & Pacific,17.4
Indonesia,2010,241834226.0,3122.362673,East Asia & Pacific,30.0
Ireland,1991,3534235.0,14087.20744,Europe & Central Asia,13.61
Ireland,1992,3558430.0,15714.38475,Europe & Central Asia,18.23
Ireland,1993,3576261.0,14657.06155,Europe & Central Asia,20.45
Ireland,1994,3590386.0,15902.92968,Europe & Central Asia,27.47
Ireland,1995,3608841.0,19158.45648,Europe & Central Asia,5.15
Ireland,1996,3637510.0,20835.89771,Europe & Central Asia,17.48
Ireland,1997,3674171.0,22551.11391,Europe & Central Asia,18.96
Ireland,1998,3712696.0,24294.85477,Europe & Central Asia,15.899999999999999
Ireland,1999,3754786.0,26338.10775,Europe & Central Asia,12.99
Ireland,2000,3805174.0,26334.56721,Europe & Central Asia,13.94
Ireland,2001,3866243.0,28282.40988,Europe & Central Asia,13.120000000000001
Ireland,2002,3931947.0,32705.43456,Europe & Central Asia,13.82
Ireland,2003,3996521.0,41203.52958,Europe & Central Asia,9.14
Ireland,2004,4070262.0,47754.20232,Europe & Central Asia,12.4
Ireland,2005,4159914.0,50933.02161,Europe & Central Asia,8.790000000000001
Ireland,2006,4273591.0,54329.16186,Europe & Central Asia,7.5600000000000005
Ireland,2007,4398942.0,61396.41746,Europe & Central Asia,7.79
Ireland,2008,4489544.0,61353.10656,Europe & Central Asia,6.709999999999999
Ireland,2009,4535375.0,52133.09062,Europe & Central Asia,9.07
Ireland,2010,4560155.0,48655.36616,Europe & Central Asia,7.6899999999999995
Israel,1995,5545000.0,18143.4991,Middle East & North Africa,12.3
Israel,1996,5692000.0,19357.10935,Middle East & North Africa,10.82
Israel,1997,5836000.0,19663.03842,Middle East & North Africa,9.99
Israel,1998,5971000.0,19427.07799,Middle East & North Africa,10.37
Israel,1999,6125000.0,19129.19479,Middle East & North Africa,10.63
Israel,2000,6289000.0,21061.48228,Middle East & North Africa,13.25
Israel,2001,6439000.0,20316.24805,Middle East & North Africa,6.39
Israel,2002,6570000.0,18439.64616,Middle East & North Africa,5.56
Israel,2003,6689700.0,18991.37985,Middle East & North Africa,3.39
Israel,2004,6809000.0,19910.61067,Middle East & North Africa,2.45
Israel,2005,6930100.0,20585.13861,Middle East & North Africa,3.06
Israel,2006,7053700.0,21853.14024,Middle East & North Africa,1.66
Israel,2007,7180100.0,24952.54759,Middle East & North Africa,2.22
Israel,2008,7308800.0,29650.77025,Middle East & North Africa,1.46
Israel,2009,7485600.0,27780.46372,Middle East & North Africa,1.38
Israel,2010,7623600.0,30780.02382,Middle East & North Africa,2.29
Italy,1991,56758521.0,21956.52977,Europe & Central Asia,5.45
Italy,1992,56797087.0,23243.47453,Europe & Central Asia,4.8100000000000005
Italy,1993,56831821.0,18738.7639,Europe & Central Asia,0.02
Italy,1994,56843400.0,19337.6309,Europe & Central Asia,0.18000000000000002
Italy,1995,56844303.0,20664.55227,Europe & Central Asia,1.96
Italy,1996,56860281.0,23081.60468,Europe & Central Asia,1.1400000000000001
Italy,1997,56890372.0,21829.34582,Europe & Central Asia,0.29
Japan,1991,123964000.0,28915.0082,East Asia & Pacific,26.57
Japan,1992,124425000.0,31414.98464,East Asia & Pacific,24.34
Japan,1993,124829000.0,35681.96394,East Asia & Pacific,25.03
Japan,1994,125178000.0,39933.51506,East Asia & Pacific,24.14
Japan,1995,125472000.0,44197.6191,East Asia & Pacific,27.75
Japan,1996,125757000.0,39150.03963,East Asia & Pacific,28.59
Japan,1997,126057000.0,35638.23196,East Asia & Pacific,25.89
Japan,1998,126400000.0,32423.75561,East Asia & Pacific,26.41
Japan,1999,126631000.0,36610.16832,East Asia & Pacific,26.16
Japan,2000,126843000.0,39169.35957,East Asia & Pacific,27.77
Japan,2001,127149000.0,34406.18246,East Asia & Pacific,28.400000000000002
Japan,2002,127445000.0,32820.79364,East Asia & Pacific,33.09
Japan,2003,127718000.0,35387.03742,East Asia & Pacific,23.91
Japan,2004,127761000.0,38298.98017,East Asia & Pacific,20.59
Japan,2005,127773000.0,37812.89502,East Asia & Pacific,20.509999999999998
Japan,2006,127854000.0,35991.546,East Asia & Pacific,22.5
Japan,2007,128001000.0,35779.02454,East Asia & Pacific,25.88
Japan,2008,128063000.0,39876.30397,East Asia & Pacific,26.25
